Date,360ONE.NS,ABB.NS,ABCAPITAL.NS,ACC.NS,ADANIENSOL.NS,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,ADANIPOWER.NS,ALKEM.NS,AMBUJACEM.NS,APLAPOLLO.NS,APOLLOHOSP.NS,ASHOKLEY.NS,ASIANPAINT.NS,ASTRAL.NS,ATGL.NS,AUBANK.NS,AUROPHARMA.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJAJHFL.NS,BAJAJHLDNG.NS,BAJFINANCE.NS,BANKBARODA.NS,BANKINDIA.NS,BDL.NS,BEL.NS,BHARATFORG.NS,BHARTIARTL.NS,BHARTIHEXA.NS,BHEL.NS,BIOCON.NS,BLUESTARCO.NS,BOSCHLTD.NS,BPCL.NS,BRITANNIA.NS,BSE.NS,CANBK.NS,CGPOWER.NS,CHOLAFIN.NS,CIPLA.NS,COALINDIA.NS,COCHINSHIP.NS,COFORGE.NS,COLPAL.NS,CONCOR.NS,COROMANDEL.NS,CUMMINSIND.NS,DABUR.NS,DIVISLAB.NS,DIXON.NS,DLF.NS,DMART.NS,DRREDDY.NS,EICHERMOT.NS,ENRIN.NS,ETERNAL.NS,EXIDEIND.NS,FEDERALBNK.NS,FORTIS.NS,GAIL.NS,GLENMARK.NS,GMRAIRPORT.NS,GODFRYPHLP.NS,GODREJCP.NS,GODREJPROP.NS,GRASIM.NS,HAL.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDPETRO.NS,HINDUNILVR.NS,HINDZINC.NS,HUDCO.NS,HYUNDAI.NS,ICICIBANK.NS,ICICIGI.NS,IDEA.NS,IDFCFIRSTB.NS,IGL.NS,INDHOTEL.NS,INDIANB.NS,INDIGO.NS,INDUSINDBK.NS,INDUSTOWER.NS,INFY.NS,IOC.NS,IRB.NS,IRCTC.NS,IREDA.NS,IRFC.NS,ITC.NS,ITCHOTELS.NS,JINDALSTEL.NS,JIOFIN.NS,JSWENERGY.NS,JSWSTEEL.NS,JUBLFOOD.NS,KALYANKJIL.NS,KEI.NS,KOTAKBANK.NS,KPITTECH.NS,LICHSGFIN.NS,LICI.NS,LODHA.NS,LT.NS,LTF.NS,LTIM.NS,LUPIN.NS,M&M.NS,M&MFIN.NS,MANKIND.NS,MARICO.NS,MARUTI.NS,MAXHEALTH.NS,MAZDOCK.NS,MFSL.NS,MOTHERSON.NS,MOTILALOFS.NS,MPHASIS.NS,MRF.NS,MUTHOOTFIN.NS,NATIONALUM.NS,NAUKRI.NS,NESTLEIND.NS,NHPC.NS,NMDC.NS,NTPC.NS,NTPCGREEN.NS,NYKAA.NS,OBEROIRLTY.NS,OFSS.NS,OIL.NS,ONGC.NS,PAGEIND.NS,PATANJALI.NS,PAYTM.NS,PERSISTENT.NS,PFC.NS,PHOENIXLTD.NS,PIDILITIND.NS,PIIND.NS,PNB.NS,POLICYBZR.NS,POLYCAB.NS,POWERGRID.NS,POWERINDIA.NS,PREMIERENE.NS,PRESTIGE.NS,RECLTD.NS,RELIANCE.NS,RVNL.NS,SAIL.NS,SBICARD.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SHRIRAMFIN.NS,SIEMENS.NS,SOLARINDS.NS,SONACOMS.NS,SRF.NS,SUNPHARMA.NS,SUPREMEIND.NS,SUZLON.NS,SWIGGY.NS,TATACOMM.NS,TATACONSUM.NS,TATAELXSI.NS,TATAMOTORS.NS,TATAPOWER.NS,TATASTEEL.NS,TATATECH.NS,TCS.NS,TECHM.NS,TIINDIA.NS,TITAN.NS,TORNTPHARM.NS,TORNTPOWER.NS,TRENT.NS,TVSMOTOR.NS,ULTRACEMCO.NS,UNIONBANK.NS,UNITDSPR.NS,UPL.NS,VBL.NS,VEDL.NS,VMM.NS,VOLTAS.NS,WAAREEENER.NS,WIPRO.NS,YESBANK.NS,ZYDUSLIFE.NS
2022-10-18,198928,210090,1771732,1189726,,1635079,2404969,7372253,7734615,44614,10116195,334792,387469,15146816,1015424,404554,295584,1137553,908829,8470882,496519,1661431,,87337,9069750,34071231,6650448,2252876,21766333,2248106,4391263,,139761163,1152193,344310,11193,6574926,189866,1134411,102556705,2522633,870559,960283,6674374,2974656,1504425,135038,1463879,321219,296193,1247608,300258,124099,2859419,346218,721180,522357,,49431270.0,981337,19209348,248415,8035885,726464,3988603,1158756,644793,556958,471745,3098996,982630,2487826,128186,10561108,2757284,454003,7081590,3915964,1123374,305689,906139,,8097552,1490999,57318958,44417062,4209814,6590218,5390546,375593,3451130,1434279,4692004,8153819,35254930,1675213,,2954018,20887417,,2378127,,1121641,1809430,1511885,12007927,210437,1609858,1313671,2971539,696884,822806,1401849,8032541,317650,682092,2722206,6738568,,446492,369973,1679325,4435100,1046655,157739503,88982,311138,5618,568881,8941289,1231205,1070220,44951547,26343973,20635735,,4615566,1207767,98240,2107782,6490293,12610,987414,747176,631754,9945991,314196,872800,293883,93855098,455624,1315807,13256574,20270,,370493,8152180,12415820,9051597,9906432,991434,1367703,20440781,74047,4394830,573859,44708,686749,448673,2065146,103171,198163274,,1678706,1361691,1890522,14215544,10267276,30722156,,1793722,2395805,375284,771852,229531,279844,651226,3359533,558284,16359649,,1238762,12065360,6076753,,1165692,,22328480,45399847,631852
2022-10-19,60228,263584,984520,724058,,1396513,1373248,5222275,8275280,57298,6646701,192184,249672,21012544,943543,1021875,467958,1939613,824859,10868663,456361,1804532,,112558,6271770,20570748,4604215,6448624,22878764,2075839,5219180,,68570758,2359801,355898,15358,6029504,182278,1566417,59255885,6331258,615231,1300144,13886387,2730996,642230,132719,6323614,203775,363280,2677154,230936,82599,6360698,266990,860840,645494,,52638790.0,1714101,17193426,394553,7157063,510361,4766651,488703,784872,567060,1082577,3684862,702501,2517099,449607,12967040,2135162,375698,6208852,2959792,1241979,237621,1195578,,5529462,2589174,40387046,47776029,3236342,3421227,2834807,357081,3896969,3255288,3553171,7157066,11207910,6094000,,3812012,16296080,,3038495,,1294101,2157157,3236578,6134291,223523,913286,8694486,1936286,637868,1154652,1636141,5631126,151545,478399,1449579,2918822,,495441,385416,1619569,12702118,910394,30965580,185349,149644,9220,716350,7423142,1098145,2609600,27554828,19181723,6947654,,3452862,843609,84685,1645009,7381712,13931,634311,708624,451524,5668398,288638,807302,476486,104078804,317478,1293572,11595367,37869,,1120533,7192398,19247142,4189566,8775176,760863,947326,9540583,62446,1833905,833409,47675,2722881,479569,2424533,18175,612128665,,645352,1115277,1253682,8648435,7712123,38764542,,1194289,1304927,617164,1001916,158296,419315,451427,3440709,919146,9284004,,938837,12112600,5047001,,618344,,10198278,44781578,988434
2022-10-20,304160,438628,948071,713402,,2211287,1003651,4481441,6296295,51928,5223412,239730,370651,27604588,2284352,990182,422771,5705861,1124627,11813817,310251,1438398,,126057,10260540,29793676,4755561,4354072,25579790,1458841,4756732,,27874547,2421174,192106,10560,10261122,230082,1093221,235480435,5462010,1396893,1633570,10755972,2177606,1610975,580006,4514522,377336,143761,2273116,329906,163846,4314503,292757,1287620,515240,,57513130.0,1195631,11746743,438604,17120292,597202,5542355,302439,854690,459710,430634,2160936,3106479,3931399,676118,7898078,2285817,364460,8222063,3070246,1428125,234039,2752941,,8107159,914488,68397571,42345671,3439038,4131523,2487236,445735,11242103,3344703,4583939,19426605,23006150,2237769,,2138398,18474706,,2887362,,678774,2686775,2920071,2889733,89493,1591107,1898979,1972876,1042196,214342,1374019,5078011,213951,1593310,1831346,1950694,,1609093,328270,9783251,8012488,755839,24310830,99937,418957,12767,715586,9456456,1523230,2257080,15720125,22255468,12020720,,3359892,576756,127944,8025315,18748363,24580,793764,1456253,679766,4492118,904886,854352,231266,121051376,2085369,483384,16371066,14476,,139636,4971659,8717053,12843853,13611208,642160,878595,11225588,69424,3339120,1214721,23213,1226234,369894,1669666,66509,597335268,,411816,955562,328303,10747183,7889548,38091315,,1587601,1852905,633667,1022636,326068,238066,439690,1988428,476962,19902538,,7210550,8580415,5655577,,771471,,11868814,29372277,452554
2022-10-21,85140,364038,1388157,389554,,1120790,5902738,5266210,6760680,29306,9693780,180498,364601,19860990,1738731,770671,174257,3625697,668384,58057724,207556,2734130,,114485,23869600,33334153,7941385,5103968,19880033,1062437,4807736,,29166961,1080940,91412,9445,4378164,404955,1274844,180001415,1303877,2332356,1349759,3285505,1371888,2876945,311203,1411663,268934,256017,1238126,397013,521775,3605264,184554,1002975,532326,,65825880.0,2732131,21539773,231611,7929074,503731,8146367,705462,833206,343086,471477,1552594,1432485,2071897,607936,10492606,4221644,360297,7988528,2746161,2458302,653505,881650,,17022807,995950,86075937,45833930,3219762,3269322,7349689,307651,5309754,1466279,3594485,9542021,35603410,2936578,,1874409,27372160,,2446164,,576479,2547197,2144916,6382838,261242,3941971,10885981,2141139,1854225,733992,2225676,16913932,163643,435914,1750934,2860576,,910520,356203,2141135,5627630,1504154,26618376,216066,1176766,36192,674733,8386352,2035550,1143860,90582352,75636750,7414335,,2684220,1157495,62441,1252558,11945173,15601,2246322,1006943,476266,6880515,1370674,598806,189980,113842537,3189565,674894,11634491,26519,,134281,4485275,8243452,4419964,13898452,1197189,1020728,11767639,108220,5002910,261570,61371,925647,489326,1791608,69131,93358438,,211677,1692279,300261,10279618,8153053,30973997,,1021913,1202009,387956,986521,85692,108634,458912,965954,307899,35137683,,5022081,8405890,5352956,,1046811,,8931540,62881273,459263
2022-10-24,12512,16594,1989245,46329,,248249,120561,665021,2012070,6253,1415497,97591,30919,3099678,178709,73621,29267,515268,111618,3085307,29986,499690,,3020,2278840,3680722,1271612,877678,3728536,191350,522406,,4732523,309236,30434,2298,785990,0,542088,21534540,310808,165619,129688,730136,291876,119175,23704,171678,48218,44334,164839,47320,30563,0,71402,158840,63729,,7775480.0,511234,5471882,55242,869107,100281,0,148719,56411,71363,56288,404974,217790,398105,41479,2167794,389166,35097,793366,461056,719908,123463,457444,,4390050,79894,20707092,0,654514,635878,1146446,64226,674170,166042,982837,3745316,22332980,649393,,2874558,3170564,,361513,,142452,0,399440,2140559,30189,649081,1020778,235725,457731,179616,269400,1239782,27128,79098,318933,666398,,61633,30052,73382,1053502,30974,3543192,72349,52373,3801,64685,1320735,166450,903960,10084784,9801792,685185,,432612,103003,10019,163429,2154912,1529,363720,202196,147124,893367,21504,130826,14332,17217018,246359,0,1132859,2856,,30121,1462832,3370033,2595886,1726938,371350,157253,3692065,7274,395760,38693,13587,0,62203,191840,11490,39087707,,113871,292558,66855,2871205,2893840,7480281,,260949,231316,19224,184595,22869,50151,70262,110280,56532,5041248,,545145,802285,1607171,,90551,,3472470,39994792,0
2022-10-25,226120,263091,3139193,383657,,879424,960922,4485050,4872035,124788,5007924,167079,474364,20289142,1016316,356346,216330,1469741,747337,13187308,351456,1870289,,128602,9098990,42782169,33792078,5507646,13217298,3021828,3184277,,133272405,1941410,79962,8065,5684662,228569,4389336,179379565,1944401,928958,2210622,6976548,3337644,900545,260588,2563790,423662,292659,1231137,211326,129945,2997168,160107,3118275,571186,,81043490.0,2989594,11565536,1112710,7086629,889876,5660598,479418,810608,339382,708672,2591880,764317,3068136,164332,13773394,2362781,410336,6156624,4127676,2923789,287573,1784063,,15838120,594839,60611327,56648342,13651212,3616795,5997054,492471,3514202,5253149,3914341,12609170,14053200,1544325,,7281948,17242211,,5775004,,454295,4787246,2477103,4049530,851589,3511650,4280540,2897171,536666,776906,2136147,6974636,223452,931457,2809493,1338360,,720882,727441,1705603,3654686,362919,39201670,109256,335214,14532,517421,10241432,2073735,1427060,39460596,89337039,8131380,,3018168,596256,91366,1693947,10232002,15410,725967,1212999,927534,8853457,208046,537504,139090,169573666,797729,478836,20622687,28379,,165277,9001250,12233241,32375078,14835434,1560814,1260061,19899324,93534,4718435,181812,46759,714531,680152,2119595,24402,56177096,,298589,871995,222853,17979661,9040336,37163180,,2069643,3097049,847884,505759,177992,854864,244221,952625,313500,33741205,,2890000,13205835,5339921,,855653,,5783256,56903508,870687
2022-10-27,134516,250705,2834659,561435,,1106870,1265324,7110289,5673410,28392,10067299,149505,421237,12188306,2005709,896929,684860,1156810,1081592,11967044,333703,2177395,,107344,16414580,25452543,16947608,4161286,29990758,2921733,8159181,,56975973,1528784,149646,14228,6769606,317971,2214897,119912870,1768057,1073643,2359658,6422639,3678432,711910,514305,4384523,354672,1169791,5098267,391000,182428,6417885,301435,2207370,583285,,64853360.0,2659836,12116858,1269990,12203430,1912927,24528900,247827,1174812,631908,568780,1429232,735441,3313674,356130,15937276,4849578,473043,9752346,3068619,1846329,284662,3151908,,16080842,493714,56715467,39092776,9441004,2872053,2371397,611156,2590606,2720112,6760137,10404151,8877740,1783787,,6706879,18558597,,5530234,,611804,8328955,1714634,4327761,307241,4593492,4151722,2857074,651827,710196,2245395,6326482,327850,1025154,3279938,2179069,,1932746,849108,4810265,3067688,586764,26598516,78087,691102,10885,612241,18476668,2544455,2029480,42718812,115809552,16225577,,9096378,511441,102897,898932,13865026,21078,1190037,669899,479344,17172982,2003606,1223410,293976,96348564,652393,362667,24298489,30715,,166289,17893756,12513059,27430574,31614891,1721615,1512949,13613533,52523,4543535,440627,22101,474318,530868,4379157,49410,84184771,,308157,1692389,360043,14614841,12783887,74349009,,2438421,2342818,486496,2117791,348880,350944,441597,1269462,248556,23468602,,2548464,14315445,14336599,,442475,,11723118,111351181,2744073
2022-10-28,154812,336034,2570733,650727,,1323334,879806,6898541,3870515,41523,6679582,248085,691801,21679440,715736,418497,312597,1169510,796476,7320207,500485,2115388,,111374,8396690,22803412,20684616,1828368,20059496,2998664,3905093,,70321148,634150,968358,23435,4980844,215005,1279218,100288330,1762329,669579,1087865,14076967,2988272,1048310,416786,1580334,295589,1089188,2012341,375361,109771,3984403,120314,1767930,478514,,56787300.0,1730490,11830604,1048381,20036187,903931,7122916,196221,543838,361066,443761,1115040,564137,2423629,230029,10474278,1207153,717856,6569623,2434869,1164951,169733,3016623,,9854094,468144,51348010,34477195,3446820,2049533,4107921,404541,2778938,2581675,3053981,9586976,7002800,1484665,,6390289,13069167,,3269810,,1209176,2500826,1037013,7006246,238467,3048687,2929332,2115594,737228,477780,2013794,4074526,279801,603938,2111224,1567752,,1619952,1873029,1464174,4163142,902232,14994022,170216,837372,26116,345063,11551172,1355765,1298600,16381657,69383232,16185760,,24044628,711293,43795,3307987,22918037,26419,770988,774719,412866,12748801,537500,820380,189584,118353597,756862,215373,11669879,5924,,128971,23243795,17609592,13324447,29330156,8430730,528795,10043644,42127,2765695,664566,14374,838347,385655,3934980,34913,36746894,,305974,1598314,459903,12488938,13141721,51006232,,1355739,1542568,215959,1003160,104925,241889,325536,885662,151834,22917657,,1834544,6070505,9449012,,595829,,7609676,27728826,1470279
2022-10-31,457792,319759,1495630,584214,,575722,854149,4487537,7030465,39597,8601980,147279,433481,27540900,814364,602083,284614,1170001,1471383,9038777,314769,2217631,,77196,8189860,21373095,17616159,1572796,12793983,1805765,5487233,,32571520,1369705,112374,30738,8168120,198318,1881672,58033925,1588235,1706648,1554670,8365329,1324328,766820,285630,2854067,226908,1622116,1517302,356104,244152,3315136,186409,9128805,678149,,45949860.0,1327747,14441082,681900,12658201,731188,6265164,230091,748108,401807,594266,1038820,718591,2418565,104592,12830528,1625350,511816,4257977,2192442,1324443,419177,2552056,,9000840,829508,34994151,30771336,2933436,4724395,4139222,462834,2048520,2412942,4542336,10549071,9066860,1993381,,8254434,13825970,,2260943,,6728426,1380329,2453520,3497589,323844,1874348,1650152,5461150,2929385,448370,3176507,4253100,284185,686201,4306893,2338117,,1483039,1932020,3989852,3459124,367651,19475290,76000,378914,16620,562845,8029799,1140580,1591100,13313923,38082327,24233760,,55319610,549586,64732,1551835,8753855,27490,620121,582580,302968,10310606,302674,1416994,180775,82205500,1094690,174844,11755682,16424,,81235,18175401,12419943,10055200,11696554,1824254,539055,9894639,74994,3104155,566414,27010,1420328,493490,3546309,370014,55869752,,768875,997865,378242,9928218,22697530,38715841,,1919414,2629847,206683,1144647,595408,136507,2085522,1201542,538107,20844507,,2733496,6765570,12599029,,1960573,,6638382,35745633,2059627
2022-11-01,196856,504156,4248815,726935,,4393335,1112667,7769108,11855800,95576,8669246,343711,866656,30841710,939335,658429,369944,3250869,1560415,29191921,514106,2002317,,69437,7627420,24827995,22673305,1626260,26521676,1860855,10488759,,61773051,2436287,372436,53465,6729148,338873,1067073,68535540,1372026,1616369,1491658,8813106,1895496,793765,165589,1445134,349668,926233,1354247,1860907,211832,4655525,249229,5350980,746053,,50425920.0,1257707,17414680,916423,7632156,3026220,5552739,1998504,854774,607554,862642,841596,689552,2275488,118681,19073756,2726938,368266,7483252,2448070,1280132,288825,990067,,9823761,375840,40710403,28557648,3185942,5009143,2331126,572111,2664189,1988001,4542692,7840600,7329680,1359226,,7735529,19665200,,2103928,,4103447,2846573,2358194,2921976,206229,2545417,1114062,2665763,1013858,696388,4464211,4935859,271134,790993,3405472,3226439,,1253309,805517,3595164,2862560,587383,18705784,67152,426274,14548,878870,10523704,1205285,794120,12644122,61324554,41101936,,64432812,354163,126806,880354,11630848,26579,796218,988385,319800,10103050,698264,638580,270957,146126391,2105500,134708,15220278,28114,,156818,9274933,13963166,11478229,15997988,1045864,1038607,12069579,48449,6675575,520576,103294,1789945,595570,5264069,377065,133421528,,296553,1893673,237699,17324893,16978101,69031178,,2991060,4709472,334608,890107,931882,653923,999663,1150562,429855,17543556,,5060223,25220955,9070975,,1623970,,11540196,111914590,1391203
2022-11-02,296592,199216,1654896,460821,,2534755,912280,11859603,8387690,161278,7740170,299520,643118,12065478,787012,571235,280173,1398819,2619515,11029140,317571,2036615,,55937,5859140,15335247,14712379,1238912,19881462,1816118,11729925,,40551107,3665906,103278,26775,4907332,185469,844140,42057470,976876,6548825,1479828,14974441,8681468,648820,294988,1051451,1095371,627644,936356,740136,167127,4448264,254614,3708780,1177767,,52915030.0,1310601,9763448,920657,7390466,1750656,3311355,604194,489880,540404,682110,1265316,677069,2799322,145077,12720406,1479779,565598,11554760,2408175,1338284,1146681,1926994,,7690974,799025,26627766,35860924,1660588,3934153,2471659,504628,1947283,2333037,2938906,6785578,7281370,3424051,,5131538,16781507,,3307547,,1235532,1912908,1598010,1973158,407777,1864081,998536,35806514,1836761,489744,1889651,5073264,172526,662770,2298917,5299539,,680852,788679,5957403,33045158,513080,7536579,63206,312704,11945,688331,9931581,982815,866340,14093666,80535165,22146420,,25471206,637749,184041,1899103,21117499,12650,564480,533593,438192,4746558,233806,931448,240776,64972626,750356,494169,12884449,16111,,142355,8339979,8981896,9229976,14278917,957955,369486,10241440,78457,2733960,161345,59690,780153,826027,5923662,257999,53878867,,492017,1073726,212622,12433578,9478217,42336049,,1405955,4104485,706997,1704942,445407,824430,535001,1142831,255634,10868384,,1949252,17863795,20332664,,3102411,,6716614,53832667,1732032
2022-11-03,101044,362379,3471570,406672,,1275216,709541,6632872,5675280,71149,3945015,328804,457168,23182838,563798,302038,256243,1134976,567255,10185978,637882,2205874,,193275,6323130,18083411,45789813,3705530,34173239,2739843,5897840,,22652092,5298720,159014,19015,4588148,140994,1046259,62626855,2205694,1865751,1992697,6754654,15962154,484385,240224,1049764,2245885,408654,807402,432168,111996,3805252,153178,1766075,738117,,31729450.0,1013714,22729155,756385,12821695,1239625,4245120,238065,333917,453021,370943,1930752,495954,2396164,170383,10332352,1782757,311401,7304472,5486374,730444,317644,9013366,,9022366,391305,25842530,59548263,2411238,3584088,4662274,206322,1742221,2325566,3174027,6466688,4967410,2828562,,11765692,10736155,,2314376,,826538,1639039,1520808,1485168,193742,1591871,1192540,4341037,1604869,678700,1052241,11853353,123015,502147,1931917,45638567,,1299181,616860,3421138,52110682,338657,8861697,48857,466764,8267,331972,12721120,1064780,706560,15545628,55097916,16719953,,11718042,386229,56876,895627,7561534,16974,1048359,498535,363140,3795318,568284,468420,165807,104226875,390698,369760,9358215,12686,,159527,13117383,6693449,31445960,15209490,1229699,431610,17557998,129148,3636250,280337,30830,486106,1101948,2386317,126820,30598842,,308442,1573795,189007,10987519,9095013,39110676,,1422652,3460133,699800,1227960,216091,248017,504000,1493565,217701,15499173,,1665899,30388560,19690261,,3067654,,10312476,140562676,824790
2022-11-04,26620,226208,6611650,585433,,6112097,777118,11128361,9003410,26080,8028860,440392,669679,26617822,609757,411186,349779,805042,740443,7323879,230932,6981242,,51396,9219250,23545798,51275333,1733440,22356935,928799,3768226,,28838769,2172686,176782,50207,7678230,258490,1523991,56124935,835517,961403,1712836,5511411,6399310,492730,278089,770719,1370009,485053,620438,386100,62684,2031089,532072,2463380,631943,,35296900.0,18321325,12856806,364780,13339109,609811,9116017,1113387,683905,411798,445790,1865810,542314,1709158,96364,10818060,1514523,855256,13317485,11812473,889055,359041,4596703,,7099336,235006,99003627,29045358,2744840,4918508,2797086,422417,1571565,1401932,4509682,8971834,8277410,4743835,,34154707,8386849,,3810254,,1085703,3624889,1314231,4400551,518952,2081413,1118419,4621698,662123,549138,2312753,5260659,210847,790358,2204968,8381114,,774772,465775,3357290,23714408,852967,15548622,53845,294554,6468,1047381,17688509,655125,377460,25749225,26132019,14881752,,6872412,146180,112898,1094793,7498344,13518,1019754,1530188,400052,4225950,1002252,375606,218208,61162545,955838,284880,8059667,18284,,63607,12081873,12575815,69164175,33445593,1807193,336277,25759031,49873,3337760,646538,95451,782112,1557123,1576349,38363,50647381,,439193,940199,197189,12277023,8681681,70299020,,1464013,2531080,411464,1172058,154415,211024,591976,1182660,646411,23762838,,3318868,14999645,52129584,,2807836,,9023630,97341604,1099357
2022-11-07,68524,289197,13578470,470005,,5985652,1094562,7995787,6904730,24901,9287441,333507,356178,20230352,1669943,342287,529323,1166056,1221573,9931261,272013,2464569,,91178,7224940,144518304,37785088,2400994,15333789,1243388,7171570,,25692239,2212874,63952,32977,7732442,3142443,3305793,117634740,1134476,1496878,2006468,10513106,3911682,536615,315410,1123901,746667,754875,1295002,2860839,98433,4991409,395435,2100085,505944,,56815390.0,5805787,15494978,462665,13463366,797594,9106718,265536,794259,342781,772139,2117362,591151,2213508,82476,9835834,2976001,314060,9887999,6315400,1283685,644150,10673798,,11100219,472838,67831806,35488244,1490316,4725337,7891059,1277160,2601148,1595778,4898592,13032194,82868920,4583239,,52076818,10050303,,4952724,,2276682,3121786,2282855,2593516,176515,2624601,1170259,5364116,1044987,716486,1395070,4940270,161003,1088511,2599224,3071341,,5483662,469017,1617715,20108438,197358,25600456,54209,431966,28285,1215596,23420487,967100,1354440,13903804,24094959,12799401,,6841434,451881,56218,653775,9987481,16468,654858,878656,301044,8162465,318214,1243030,244968,109584009,1582369,162195,14862038,48095,,286990,13065969,11789748,105238512,38020780,1911902,474230,44265903,49932,2258285,457290,120184,697925,857058,2853521,184873,101774826,,417444,1004208,142033,15058076,9570452,74426059,,1474498,2588984,574006,1825529,197836,290040,501244,2256933,353341,36296784,,3102187,10187815,38854124,,1790614,,8252598,77873357,2410897
2022-11-09,70028,251189,8057127,675313,,3732472,1739571,20088415,19458140,24110,10307830,705890,378028,30290064,1391333,239662,422176,3550281,1308285,10190209,249436,1762741,,196458,6896340,69954072,66064082,1256906,17033165,2484874,3969171,,24940437,2106632,130306,151023,5580594,1198458,2693694,81620855,603415,863444,2068940,40391668,2466158,455035,316319,3969288,678234,1189937,883098,3218306,196466,4968369,361585,3565560,490411,,87424590.0,3403993,10717725,865928,12172444,687137,6610782,178659,2621563,2429502,616980,1930226,781273,2307691,158014,9269790,2253327,459177,13898567,4372315,1436444,603701,6182590,,11590409,364895,122752329,42320305,2085314,6191564,3704856,1765811,3456108,1420478,3334755,10410493,46967590,1566292,,38875439,20611075,,3231177,,968954,1632827,13734814,5728242,216269,2322634,930521,3702156,626576,2832778,1301233,6513542,222628,1396214,2459869,4515500,,1648043,617256,2879285,9039658,507211,22203240,96917,464504,80686,1338477,21304507,1128530,1044900,14721902,18079125,14929008,,13222260,415165,58542,1417945,12033732,16306,612522,1428342,321698,4078612,1348958,798896,3743111,299263769,2529290,181198,22831150,24866,,557032,6004697,11254205,61408329,22539789,2372049,992095,18939854,57776,1989790,264942,73681,1012733,751239,2268760,134366,64888811,,1023689,1256533,228537,14471443,16625632,38295904,,1162267,2697639,877244,1184702,344520,304779,328444,3041336,312745,83690888,,3649011,12496880,20764922,,960196,,6862546,85265325,1414308
2022-11-10,86024,507653,5463323,513144,,2313795,746766,9906420,14693310,28472,5700059,1681472,527721,12207908,1375007,272445,252727,1549410,15495814,18956575,291055,2030748,,134949,10081820,46061789,28076509,1242758,12937603,1108075,4425290,,23204614,1807736,132280,38820,2795742,417581,1648866,58722660,1069461,1836837,2028565,20832572,5013300,488590,745912,1476492,538782,816087,927378,1188273,81047,4250236,254477,2959765,442138,,44332610.0,4294982,8519582,439437,6898707,1782821,6122726,196881,1868543,2814496,613431,1648594,783233,2321667,81649,12774182,1377280,706321,5574432,2417076,1459152,452302,2566361,,10009741,467236,124169423,38630995,2496570,6333700,2336850,527241,2072769,1889365,3435763,5974147,14036410,2557799,,14954605,19327625,,2578001,,599388,932886,4827814,9214947,111079,2510124,763477,1971720,788898,1502460,1261210,8570493,307460,11685941,2792546,2912183,,1405812,445700,1104547,9601344,487260,50365543,86607,425487,24162,833908,12863405,781930,779820,9538514,10644291,10668583,,58730964,2979771,55235,2178654,15908521,39154,1035426,784348,249200,10101016,314676,982010,740442,97489239,896110,215103,16217631,24866,,234784,10072926,5966242,27966327,16683921,1368730,497796,11618405,34107,3089160,325175,90692,825030,673674,2419991,105129,53029082,,389144,839329,104329,26251660,8944902,27864285,,1573092,3285774,705930,1198585,167202,362506,584753,2235744,330402,79270287,,4929698,6096780,8723702,,1240790,,5494908,71558329,1876942
2022-11-11,60832,692497,3034526,276834,,1476875,770505,8777095,17030345,202694,5254274,557815,1685313,71192890,810288,417557,248079,1519531,6082265,19329819,268871,1671510,,167671,12333420,31378106,17506025,1600682,11075218,1364047,4325441,,29429192,1949030,70866,28041,4580064,344558,2054628,55353710,4408662,2044099,1513809,20165337,10810344,2910880,220500,3161024,575391,763460,1331351,900708,282617,6567026,214392,1625215,2463500,,397758800.0,8841054,18402905,723993,8365138,530017,8573033,749073,1388004,2109118,1083107,3045810,625997,3923101,672672,56722338,6425663,474615,14060782,2413882,1162847,941418,1893298,,17921457,619654,93250736,29854417,2732686,30427808,1892762,727988,2198448,1543772,7214098,8792244,19082180,1668424,,18761662,10950902,,8288340,,723342,2607860,3162712,2403396,203112,3424030,1590280,2956699,979067,1316984,1203125,4676426,771362,3270406,5308986,2794248,,671057,461074,1025869,8326656,552324,63710211,67964,1345942,17194,3518577,12989668,5936610,716740,24829476,16384632,16963169,,46998979,636987,82452,1666569,18492513,39220,864288,859515,1303250,17573801,144550,507382,486943,76514774,33170651,199706,12123886,23582,,711456,10433369,12310132,39360410,33191044,1398878,1136441,15525267,45310,2488040,507724,65498,637913,504629,2390487,87290,68794518,,622358,921004,287465,19296401,7259679,77933417,,3265394,5299457,643135,833729,79294,941207,2812289,2217061,293195,42272447,,3077741,9888645,15276115,,1554731,,28417046,112993914,3680644
